song_name,popularity,explicit,song_type,release_date_standard,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
The Language of Love,11,0,"Solo",1/1/2001,4uH6MdmbYxltbi4rC1i1tt,222667,2,1,4,0.0824,0.645,0.637,0.00105,0.359,-6.293,0.0293,0.899,122.463
Breakin'...There's No Stopping Us - Club Mix,28,0,"Solo",1/1/2007,4uHE3Igxg9MtqmHr80Sq32,222307,1,1,4,0.000298,0.723,0.735,0.179,0.066,-10.733,0.0453,0.765,116.661
Black Sweat,44,0,"Solo",8/17/2018,4uHWKxOguUCwu05P0cfveU,191120,8,1,4,0.0325,0.929,0.593,0.0000211,0.273,-5.925,0.279,0.67,108.862
Love Me (feat. Mase),35,0,Collaboration,1/1/1998,4uI5xNUdEupLKskfQnfx3o,257333,0,1,4,0.124,0.654,0.817,0.0000118,0.156,-5.898,0.153,0.649,90.063
Brand New Love Affair,9,0,"Solo",8/10/1975,4uIyb1ZY2UUYe0mlXoE5IB,212720,4,1,4,0.208,0.742,0.637,0.0000023,0.0885,-10.704,0.0446,0.92,110.091
Gypsy Woman (She's Homeless) - Radio Edit,57,0,"Solo",1/1/2007,4UJ1AKSbXAbPlPVFe66wK7,217760,2,0,4,0.022,0.487,0.749,0.00324,0.0548,-8.749,0.0371,0.542,120.038
Let Me Down Easy,19,0,"Solo",1/1/1996,4UjRy1dtTN2uiD7lAyqC93,174627,11,0,4,0.372,0.591,0.603,0,0.0479,-7.17,0.0291,0.591,113.391
Don't Mean Nothing,37,0,"Solo",1/1/1987,4ujVRZd9HdjepbpWSddABF,281533,5,1,4,0.0439,0.673,0.765,0.0000343,0.107,-10.615,0.0256,0.779,98.241
When You Walk In The Room,26,0,"Solo",1/1/1996,4uK6BtqhRoEaZopGJ6FCef,158333,10,1,4,0.413,0.592,0.363,0.000975,0.112,-15.457,0.0536,0.286,126.739
the remedy for a broken heart (why am I so in love),77,1,"Solo",3/16/2018,4UKCKdYiLN6IMA5ZESUTL7,160184,1,1,4,0.779,0.699,0.304,0.000993,0.137,-11.192,0.0993,0.271,119.705
On a Night Like This,30,0,"Solo",1/1/2001,4ukCThz76ZkKJzTlmDlKpa,210427,5,1,4,0.0443,0.599,0.776,0,0.0379,-5.292,0.0437,0.831,117.912
Kiss This Thing Goodbye,36,0,"Solo",1/1/1989,4Ukw2VmulvQzoF5zcuiPEY,273578,0,1,4,0.172,0.68,0.522,0.0132,0.169,-14.236,0.0327,0.749,117.323
A Beginning (Take 4) / Don’t Pass Me By (Take 7),35,0,"Solo",11/9/2018,4uKyLqJHDjT6mdA22ofxuM,305973,0,1,4,0.717,0.527,0.522,0.000595,0.142,-10.614,0.0259,0.73,85.155
MJB Da MVP,44,0,"Solo",1/1/2005,4Ulh0OzG7AsYQif69JtIgS,201213,1,0,4,0.131,0.745,0.739,0.0000012,0.101,-4.461,0.083,0.481,100.002
Rest In Peace,41,0,"Solo",1/1/1992,4uLq7Jp2wtgnocqoAgTdih,361773,8,1,4,0.00214,0.693,0.655,0.0182,0.105,-8.75,0.0279,0.729,99.776
Never Gonna Give You Up,73,0,"Solo",11/12/1987,4uLU6hMCjMI75M1A2tKUQC,213573,8,1,4,0.115,0.721,0.939,0.0000379,0.108,-11.823,0.0376,0.914,113.309
You're My Weakness,3,0,"Solo",1/1/1979,4uM5yY5f3430f8Q27ijmLd,270641,0,1,4,0.0757,0.44,0.499,0.000393,0.0837,-12.541,0.0933,0.79,182.812
A Good Heart,54,0,"Solo",1/1/1985,4umQbcdBF3YVsNBvvnFLiX,281800,10,1,4,0.417,0.653,0.884,0,0.318,-10.224,0.0444,0.762,104.647
We Made You,62,0,"Solo",5/15/2009,4UMTp91LHhvW33ol9ZQH0Q,269613,2,1,4,0.101,0.922,0.859,0.0000011,0.139,-1.152,0.079,0.616,114.001
Feel the Need,12,0,"Solo",1/1/1998,4uNhv9Ca65H1LvFmgGQJxm,340600,11,1,4,0.0247,0.815,0.575,0.00277,0.0561,-14.444,0.0324,0.97,124.252
A Lover's Question,25,0,"Solo",1/1/2007,4uniE3cbok1zOTUC64G8Yq,201627,7,1,4,0.651,0.646,0.473,0.00686,0.0859,-10.049,0.26,0.94,77.775
Gettin' Some,41,1,"Solo",1/1/2006,4uNisev7PGUAixBOagpgyY,202760,4,0,4,0.0698,0.825,0.597,0,0.0629,-5.892,0.347,0.648,78.059
Deeper & Deeper,1,0,"Solo",5/19/2014,4uOEB0Em2sMGoG1KEco5Mw,198267,7,1,4,0.00956,0.663,0.76,0.00149,0.256,-6.897,0.0272,0.833,106.757
Red Red Wine,74,0,"Solo",1/1/2000,4uOKFydzAejjSFqYbv1XPt,183113,1,1,4,0.00414,0.857,0.468,0.0000132,0.269,-8.53,0.0476,0.843,89.119
Begin Again,58,0,"Solo",10/21/2012,4uoyvFGK43Of4v9tj0moxC,239427,7,1,4,0.199,0.53,0.526,0.0000035,0.14,-8.349,0.0263,0.323,79.025
Break Up,48,1,"Solo",10/8/2009,4UP5HP7IAnNdxD01g1lzQp,249027,0,1,4,0.428,0.44,0.517,0,0.173,-7.355,0.363,0.475,73.881
Keep Holding On,62,0,"Solo",4/17/2007,4UPcXTh26ilb7owtuyHqNI,239907,7,1,3,0.0374,0.274,0.786,0,0.143,-2.354,0.0333,0.146,161.061
Hey Boy (Take a Chance on Love),1,0,"Solo",8/28/2015,4updvLDKSRP67jYm6pnvkv,163933,5,1,4,0.481,0.526,0.595,0,0.491,-6.071,0.0259,0.82,94.646
My Girl Sloopy - Live At The Uptown Philadelphia 1964,1,0,"Solo",6/2/2017,4upTb0sptRtKPnYjRW5drK,193640,9,1,4,0.298,0.535,0.403,0,0.383,-15.193,0.0405,0.795,131.778
Crumblin' Down,43,0,"Solo",1/1/1983,4uqmzWlYa0eLKmbcHNgLej,214133,7,1,4,0.0165,0.782,0.905,0.0000014,0.0796,-3.56,0.0789,0.668,126.749
Love Hangover,53,0,"Solo",2/10/1976,4UqPeeSyRt59KZmC0aA2Ni,468640,1,1,4,0.243,0.52,0.665,0.0093,0.0508,-10.313,0.0398,0.88,112.465
New World Coming,22,0,"Solo",9/28/1973,4uR9G2lgjfmYmATfxeVc1x,132067,4,1,4,0.328,0.497,0.279,0.0000387,0.108,-15.172,0.0287,0.569,110.054
The Shadow of Your Smile,2,0,"Solo",1/1/1966,4urAKILAVQVGOs4VSgwoFE,189627,8,1,5,0.896,0.308,0.0657,0.494,0.379,-16.985,0.0328,0.187,90.548
Brokenhearted,59,0,"Solo",5/4/2012,4urcG6Nfubqsuqy3juMjBi,227147,1,0,4,0.00765,0.765,0.765,0.0000038,0.0527,-2.732,0.0585,0.886,120.001
Living In Sin,48,0,"Solo",9/13/1988,4urd42euwvihhC3j1G8Jt2,279053,4,1,4,0.0247,0.267,0.793,0,0.0634,-7.12,0.0415,0.526,174.118
I'd Do Anything For Love (But I Won't Do That),50,0,"Solo",1/1/1993,4UrgDocbHywDZv2f3mBhCq,721000,2,1,4,0.467,0.395,0.562,0.0000041,0.143,-10.383,0.0811,0.363,103.909
Hard Work,31,0,"Solo",1/1/1976,4URLJkB6D5QxvOB7H3kmGI,417960,7,0,4,0.19,0.794,0.765,0.825,0.0769,-7.209,0.0547,0.769,131.959
Called Out In The Dark,54,0,"Solo",1/1/2011,4UrmmXStaqiT5sSC7QO6HK,240865,0,1,4,0.0252,0.747,0.703,0.0000061,0.0748,-4.607,0.0305,0.961,120
Break,61,0,"Solo",9/22/2009,4urxRqBRiaH0i20OKBsgxc,193107,0,1,4,0.000666,0.578,0.897,0,0.0924,-3.906,0.0357,0.737,115.491
Have You Ever Loved Somebody,46,0,"Solo",1/1/1986,4uSpCtFtrK65GoqJpQj6V6,277307,4,0,4,0.43,0.689,0.423,0.0000032,0.213,-12.85,0.0376,0.715,89.746
I Told You So,41,0,"Solo",1/1/2007,4UTcJuLaHwsPPP1bNnTRDt,242760,1,0,4,0.00788,0.627,0.841,0.0000015,0.0552,-5.885,0.0316,0.73,105.995
Bell Bottom Blues,22,0,"Solo",1/1/2005,4UtmAsM2Ljm9nxV3yjyXnX,301640,2,1,4,0.411,0.441,0.682,0.00202,0.141,-5.336,0.0324,0.55,133.35
Tin Man,56,0,"Solo",1/1/1974,4uTTd2SlalZoG0zVgI63kH,209867,7,1,4,0.528,0.646,0.531,0.0133,0.0836,-10.785,0.0671,0.655,172.02
(I've Been) Searchin' so Long,17,0,"Solo",10/29/2012,4Uty0YMrjf6KxaJOlwuROr,270333,0,1,4,0.172,0.202,0.583,0.00053,0.207,-7.487,0.0356,0.169,169.643
1985,58,0,"Solo",9/11/2004,4UuHWIkAWnN176A2rx7YFB,193000,4,1,4,0.000246,0.607,0.878,0,0.337,-4.422,0.0665,0.853,119.955
I Want To Live,0,0,"Solo",1/1/2006,4uuL0c6Uh5QUSg1AK5xr03,238040,7,1,4,0.436,0.561,0.37,0.548,0.236,-12.174,0.0303,0.505,159.912
The One You Love,52,0,"Solo",6/9/1982,4uvARnZIajUDXWXPifhK3B,274560,7,1,4,0.44,0.603,0.302,0.00701,0.172,-13.698,0.0242,0.488,75.274
I'd Do Anything,58,0,"Solo",4/6/2018,4uVjbl6daCwjhDur7qLddu,197640,8,1,4,0.00143,0.395,0.917,0,0.261,-6.86,0.133,0.563,169.088
I Think We're Alone Now,67,0,"Solo",1/1/1987,4uvjOKsp7mSjrDhWdkLPBY,228840,7,1,4,0.0295,0.755,0.727,0.00702,0.0226,-12.041,0.0488,0.932,130.511
Stir It Up,31,0,"Solo",1/1/1972,4UvXfxg1ommzERwd6JVIHv,182467,2,1,4,0.121,0.654,0.38,0.0103,0.146,-13.238,0.0924,0.851,84.583
Love or Let Me Be Lonely,29,0,"Solo",11/26/1996,4uW80X0ObmZ5YV3zeXU2Dm,200467,9,1,4,0.158,0.525,0.433,0.0000279,0.114,-16.626,0.0386,0.462,96.453
I Believe,18,0,"Solo",1/1/1994,4uwohklv2XoxN5HLcJkXjE,278960,5,1,4,0.23,0.697,0.85,0.00153,0.0461,-4.041,0.109,0.753,189.212
Poppin' My Collar,37,1,"Solo",9/27/2005,4uXmPyb5Lk6ETxnMTuvL1G,176240,11,1,4,0.455,0.733,0.776,0,0.483,-5.502,0.052,0.827,145.143
Roger That,48,1,"Solo",1/1/2009,4UXpJDvdsfneLvT09oJocg,209827,2,1,4,0.0118,0.529,0.601,0,0.676,-7.49,0.119,0.283,158.164
Monster,61,0,"Solo",10/23/2015,4uyDe8SeM0Nsgzp9KMtXWn,250507,3,1,4,0.209,0.483,0.768,0.000646,0.103,-5.431,0.0732,0.405,179.957
You're All That Matters to Me,30,0,"Solo",9/22/1991,4uyiiwV6b9XNEpxOkAqrad,280533,5,1,4,0.0808,0.573,0.635,0,0.0853,-9.587,0.0317,0.821,182.75
"Lay, Lady, Lay",59,0,"Solo",4/9/1969,4uYwlMp841PLJmj1gJJwIq,197093,11,0,4,0.356,0.52,0.179,0.00344,0.131,-21.976,0.0454,0.407,155.746
Cry Like A Baby,16,0,"Solo",1/1/2011,4uZ8jVhrqyk5eSTao8rcki,184867,7,1,4,0.574,0.68,0.874,0.63,0.268,-8.272,0.0651,0.892,130.309
Promises,54,0,"Solo",1/1/2011,4UZifG6wVTl3dFIeHKLi8y,257387,9,0,4,0.00006,0.49,0.943,0.00431,0.56,-4.297,0.0624,0.351,143.959
My Immortal,72,0,"Solo",1/1/2003,4UzVcXufOhGUwF56HT7b8M,262533,9,1,4,0.862,0.186,0.29,0,0.13,-9.008,0.0333,0.0776,68.992
Ain't That Love,3,0,"Solo",3/17/2017,4uzzsWYSba3bw6fSvagesq,107453,1,1,4,0.513,0.517,0.801,0,0.446,-4.602,0.164,0.968,149.347
I Am Your Man,6,0,"Solo",9/28/1968,4uzZxUDg471hxNqtM69KIz,212400,6,1,3,0.0764,0.43,0.375,0.0000071,0.361,-11.851,0.0355,0.352,165.994
Never Gonna Let You Down,27,0,"Solo",1/1/1986,4V0s4tCAluvZWPEAIodihi,227227,3,1,4,0.55,0.56,0.363,0,0.205,-11.9,0.0307,0.186,124.45
Lonely Boy,51,0,"Solo",4/19/2005,4V0uQkCIquydgfUtfSnctU,261400,9,1,4,0.122,0.566,0.748,0,0.105,-10.79,0.032,0.914,123.466
Lost Without U,60,0,"Solo",1/1/2006,4V2F0DZrAXOWq9hkwMMG3x,254147,0,1,5,0.226,0.664,0.351,0.0000024,0.106,-12.136,0.118,0.816,113.204
Dreamer,23,0,"Solo",8/7/2008,4v2mcqeFJTIIL4HO6wridQ,213080,0,1,4,0.0687,0.374,0.826,0,0.317,-5.175,0.0482,0.342,89.785
I'll Never Love This Way Again,60,0,"Solo",1/1/1979,4V3AGIIQeJoBUPaTCLiscB,211920,11,0,4,0.219,0.35,0.371,0,0.151,-10.538,0.0319,0.21,131.603
Ghost Town,50,0,"Solo",4/12/1988,4V3aY13j3FUamYQ16TpWyO,253373,5,1,4,0.347,0.657,0.59,0.000142,0.32,-10.573,0.0269,0.595,93.022
It's Good To Be Us,4,0,"Solo",4/17/2007,4V4WaieuSTGrSjRjXaOSZ3,184587,4,1,4,0.002,0.497,0.89,0,0.182,-3.201,0.0333,0.604,135.089
Long Way 2 Go,58,0,"Solo",8/7/2006,4v5kAh2wWyCSuKuhMJK8u6,220640,8,1,4,0.057,0.589,0.655,0.000353,0.372,-8.138,0.0488,0.675,105.272
You Make Me Feel So Good,8,0,"Solo",6/6/1995,4V5RFkTNDTGjkHEkg31aQQ,161560,4,1,4,0.0366,0.798,0.647,0.051,0.168,-10.997,0.0459,0.854,111.872
"Baby, I Love You",47,0,"Solo",2/22/2011,4V6ZLk1IHdG00qu3B4m8Y9,171480,3,1,4,0.208,0.545,0.802,0.000037,0.086,-8.275,0.0358,0.854,115.692
96 Tears,40,0,"Solo",1/1/1964,4v75K5mEyumdXCZU09kwAg,177427,7,1,4,0.0559,0.685,0.474,0.0000058,0.0723,-6.877,0.0359,0.823,123.612
Satisfied,38,0,"Solo",1/1/1989,4V87hYB94wu8DFtd901riK,254467,8,1,4,0.0717,0.572,0.914,0.00776,0.319,-8.436,0.0311,0.843,108.991
Harder To Breathe,63,0,"Solo",1/1/2002,4V9JDRqKjN8F2HWdlEDxvI,173693,1,0,4,0.0563,0.666,0.892,0,0.0493,-4.793,0.0482,0.967,149.902
Pick It Up,14,1,"Solo",5/6/1997,4Va4w2wDvpAlRgBQSzDfUw,181827,8,1,4,0.000132,0.91,0.665,0.515,0.0869,-8.374,0.0975,0.284,111.899
Love Zone,31,0,"Solo",4/23/2010,4vA7UNrquUGf7vUQkiyTjM,253200,7,1,4,0.192,0.726,0.83,0.0000527,0.101,-6.104,0.0656,0.823,95.029
If You Don't Want My Love,6,0,"Solo",5/15/1968,4VAAQHZOKUnkRNWKKtS224,139547,2,1,4,0.628,0.65,0.413,0.000163,0.52,-9.989,0.0358,0.638,106.098
The Seeker,19,0,"Solo",2/15/2000,4vAD6goBKmPPUKHZ8XfDtL,186267,2,1,4,0.394,0.511,0.923,0.000649,0.256,-2.665,0.0622,0.64,92.387
Slow Down,6,0,"Solo",9/2/2008,4vAdnCRrSo9L7r9q2a0b7T,177947,11,1,4,0.00467,0.381,0.841,0.0000014,0.234,-3.758,0.0302,0.787,169.206
Funkytown,55,0,"Solo",6/28/2019,4vAeAdQuqHE8NYi1xrZzX8,237800,0,1,4,0.00239,0.898,0.543,0.415,0.0987,-10.583,0.0629,0.254,122.133
Bad Day,48,0,"Solo",5/13/2014,4VAngYbLewVFpcLR9FpYfR,145680,11,0,4,0.0215,0.675,0.509,0,0.221,-6.839,0.0425,0.312,81.981
Betrayed,73,1,"Solo",4/6/2018,4vaxvNDaLSoD36iZX515ug,187173,10,0,4,0.434,0.821,0.434,0,0.128,-9.194,0.118,0.241,120.012
Cool Aid,2,0,"Solo",3/29/2019,4vb1fAoRjm9PGqj3fEJoql,164067,0,1,4,0.118,0.687,0.704,0.787,0.213,-12.695,0.045,0.731,134.263
Water Under the Bridge,65,0,"Solo",6/24/2016,4vb4mFvYsr2h6enhjJsq9Y,240427,5,0,4,0.0189,0.596,0.838,0.0000154,0.108,-6.52,0.0704,0.472,94.982
Monster,8,0,"Solo",6/11/2013,4vBRbrTcnPdHVdGZoVWGjZ,179987,4,0,4,0.787,0.659,0.472,0.854,0.117,-8.859,0.0787,0.193,82.549
Everybody Needs Somebody to Love,20,0,"Solo",2/8/2005,4vCAFphCJ6Gn1MtP73paCd,137240,9,1,4,0.11,0.526,0.561,0.000118,0.0888,-13.849,0.0891,0.833,189.851
Stroke You Up,42,0,"Solo",8/16/1994,4VcV0t8VN6AZcWTznJOUUN,216546,3,0,4,0.278,0.73,0.731,0,0.258,-3.438,0.0279,0.649,131.396
Give Me One Reason,68,0,"Solo",10/31/1995,4vDBJeeQCbhP9FaPPMsYkY,268333,11,1,4,0.602,0.608,0.419,0.0000076,0.108,-10.016,0.0331,0.602,100.22
Thorn In My Pride,36,0,"Solo",1/1/1992,4VDfpqLKbbuMMRIl14LLTg,363893,4,1,4,0.0473,0.564,0.842,0.000309,0.0944,-5.367,0.0372,0.55,143.245
I'm The Only One,57,0,"Solo",1/1/1993,4veE1jrMbVSy9FRCiYDGkD,295000,0,1,4,0.0448,0.613,0.476,0,0.0608,-9.648,0.0321,0.644,84.938
Forever Came Today,12,0,"Solo",10/7/1997,4Veh9u6LJ0gMyEl7cy5n1v,199373,6,1,4,0.00782,0.302,0.821,0,0.0675,-2.318,0.0475,0.568,205.543
Easy (feat. Lil' Wayne),38,0,Collaboration,6/1/2006,4VeIf4ZyGkipbaJYXjPGUn,236573,0,0,4,0.0786,0.815,0.806,0.0000028,0.276,-4.246,0.032,0.95,121.006
Crazy Downtown,5,0,"Solo",1/1/1963,4VFGjvg01giZD45wwmVUXF,177227,9,1,4,0.748,0.603,0.581,0,0.562,-11.03,0.224,0.83,137.483
Take Another Picture,12,0,"Solo",1/1/1983,4VFpmNL2EgtM0veqYNTXj4,269400,7,1,4,0.0135,0.459,0.542,0.0000026,0.145,-15.051,0.0365,0.53,151.427
Can't You Hear My Heartbeat,28,0,"Solo",10/13/1997,4Vg7LnOjxBYClAgb3n4NIo,135960,9,1,3,0.248,0.588,0.556,0,0.0476,-9.34,0.0312,0.94,136.841
Holiday,63,0,"Solo",11/17/2017,4VgEM12OeaN3GyBV487Me7,232680,8,1,4,0.000143,0.552,0.89,0,0.888,-3.409,0.0342,0.716,146.525
Little Miracles (Happen Every Day),22,0,"Solo",5/26/1993,4vgxvqlt55AJHhUxMIUgJA,281467,11,0,4,0.355,0.66,0.464,0,0.157,-12.266,0.0309,0.233,122.021
Last Christmas (Glee Cast Version),30,0,"Solo",11/30/2009,4vHb7FSiLF1llpDilBKn6W,218200,5,1,4,0.0209,0.63,0.769,0,0.319,-5.471,0.0258,0.666,106.83
I Love My Bitch,10,1,Collaboration,1/1/2006,4VhHoVCdy4ZZdioXlGpNjd,230520,0,0,4,0.0159,0.609,0.732,0.0000609,0.0797,-6.551,0.349,0.663,193.869
Me - U = Blue,31,0,Collaboration,1/1/1990,4vhQBjv4c6WPJAjmbGpdbH,268667,10,1,4,0.22,0.552,0.499,0,0.333,-10.755,0.028,0.427,74.995
You're My Best Friend - Remastered 2011,65,0,"Solo",11/21/1975,4vhVDkSx9RSb2k6mWFMYNI,170787,0,1,4,0.148,0.51,0.76,0.0116,0.0706,-6.995,0.0411,0.55,118.829
You Send Me,54,0,"Solo",6/14/1968,4VijLEUxHEzbWKYL5u9wuN,149627,3,1,4,0.57,0.513,0.303,0,0.0803,-13.547,0.0374,0.629,102.905
Torn Between Two Lovers,51,0,"Solo",2/8/2010,4VIpspaQ1frWWzTj8suyHR,230427,10,1,4,0.727,0.554,0.343,0.000099,0.468,-12.502,0.0309,0.48,132.163
Little Boxes,41,0,"Solo",5/18/1999,4VJrTc5QPr13zgkwxaTjjN,114773,5,1,3,0.941,0.775,0.194,0.00685,0.195,-16.883,0.0731,0.783,120.764
Sunny,59,0,"Solo",1/1/1966,4vju55Ag7apDL2CfotuE7Q,165067,4,0,4,0.93,0.711,0.347,0.0134,0.403,-10.955,0.0394,0.661,128.474
My Ever Changing Moods,48,0,"Solo",1/1/1984,4vk81xgPsTv0auIZh0cvGK,217427,11,1,4,0.859,0.54,0.413,0.0000013,0.106,-8.277,0.0283,0.436,127.205
Mountain Of Love,23,0,"Solo",1/3/2018,4VKCISN3OQjJR4ugtkjRAz,163097,4,1,4,0.462,0.621,0.645,0,0.0821,-9.078,0.0422,0.957,133.011
I Don't Want to Be,61,0,"Solo",7/21/2003,4vl2zwXsTmAxgu9iY0g6UK,217760,0,0,4,0.00791,0.423,0.862,0,0.133,-5.13,0.0695,0.462,154.746
It's Over,46,0,"Solo",1/1/1977,4vmTtO8qFF9StEVeQ1KftR,248867,2,0,4,0.571,0.637,0.497,0,0.116,-10.604,0.0304,0.435,111.429
Yellow River,46,0,"Solo",1/1/1970,4VnzKUBMB6cvog8Jvv1few,165960,4,1,4,0.0859,0.627,0.544,0,0.152,-11.436,0.029,0.877,129.851
Shining Star,47,0,"Solo",10/30/1995,4VO88hvgij1NzgmGpV1MPV,279400,9,1,4,0.0291,0.551,0.432,0,0.0563,-11.717,0.0379,0.617,74.513
Mississippi Queen,67,0,"Solo",1/1/1970,4vO9dmzNRqDhFY3jD1a3P7,151293,9,1,4,0.0975,0.58,0.624,0,0.0411,-8.346,0.0784,0.639,139.72
I Get Around,68,1,Collaboration,2/16/1993,4voEoczU7Ijborps9XF1n3,259000,10,0,4,0.157,0.849,0.422,0.0000119,0.255,-13.95,0.122,0.624,96.216
Canvas of Life,5,0,"Solo",1/1/1983,4vp1ooSVHvf7DDmlSRfpJ4,210445,5,0,4,0.00708,0.631,0.843,0.157,0.0423,-7.489,0.0462,0.801,144.311
White Rabbit,68,0,"Solo",1/1/1967,4vpeKl0vMGdAXpZiQB2Dtd,150640,2,1,4,0.486,0.551,0.293,0.000273,0.0864,-12.503,0.0272,0.322,106.798
Make The World Go Away,13,0,"Solo",10/17/1975,4VpYJUsh0gHlFwwl7dt3oF,170027,11,1,3,0.468,0.488,0.824,0.0145,0.407,-3.373,0.0494,0.696,111.264
So Long,19,0,"Solo",2/26/2009,4VQhxbyOfr5oHEJwMgKgYD,463533,4,0,4,0.0096,0.446,0.846,0.00182,0.946,-7.777,0.0407,0.641,140.296
Uprising,73,0,"Solo",9/10/2009,4VqPOruhp5EdPBeR92t6lQ,304840,2,1,4,0.000202,0.602,0.905,0.064,0.117,-4.046,0.0775,0.411,128.019
Let The Good Times Roll,10,0,"Solo",4/22/2011,4vqZep7dEFi5MOByjUV6sX,150307,4,0,4,0.271,0.549,0.73,0.000496,0.136,-8.721,0.0405,0.914,133.76
Cry,9,0,"Solo",1/1/2011,4vr4g8GQalU9DEbURKmRqg,225071,10,1,3,0.727,0.265,0.222,0.0000129,0.186,-12.652,0.0317,0.196,183.878
The Birds And The Bees,20,0,"Solo",1/1/2005,4VRBVIN8KRP1HhMhJPpc5s,122733,6,1,4,0.189,0.756,0.538,0.00159,0.0421,-9.826,0.0336,0.973,112.129
19th Nervous Breakdown,20,0,"Solo",1/1/1989,4vrJj3JH0FUZGrdsKARGuI,236800,4,1,4,0.0967,0.516,0.727,0.0452,0.117,-10.119,0.0369,0.826,96.01
Woman To Woman,47,0,"Solo",1/1/1974,4vrOAcjaNkGkV2ZswUZHC1,238000,8,1,4,0.637,0.608,0.314,0.0000547,0.455,-10.338,0.067,0.431,124.202
Chandelier,76,0,"Solo",7/4/2014,4VrWlk8IQxevMvERoX08iC,216120,1,1,5,0.0197,0.399,0.787,0.0000607,0.0685,-2.88,0.0499,0.572,117.089
Shades Of Cool,62,0,"Solo",1/1/2014,4VSg5K1hnbmIg4PwRdY6wV,342093,2,0,3,0.554,0.262,0.482,0.0161,0.244,-6.863,0.0302,0.0878,137.918
Where My Girls At,62,0,"Solo",1/1/1999,4VSyH8AkIt3kaR5xIPFVVi,166693,6,1,4,0.0373,0.719,0.736,0.0028,0.193,-7.517,0.052,0.757,92.179
You've Got To Hide Your Love Away,14,0,"Solo",1/1/2010,4Vt8krie7NmkZ4Lpr2auee,131693,7,1,3,0.439,0.342,0.539,0,0.37,-6.923,0.0302,0.647,174.817
I'll Be There,23,0,"Solo",1/19/2018,4VTzBPaoFTnB5tL96lHbo5,314400,1,0,4,0.237,0.647,0.379,0.00144,0.123,-12.163,0.0249,0.489,100.005
Lemon Tree,32,0,"Solo",2/8/2005,4VU6RQBoryrzDh9YSFT7rz,173825,5,1,4,0.383,0.689,0.62,0,0.123,-12.379,0.0418,0.956,82.063
Stepping Stone,0,0,"Solo",7/1/2012,4vuETl6Kmk25Gi6yMqRDju,198959,7,1,4,0.252,0.645,0.443,0,0.154,-12.633,0.0418,0.52,81.008
Supermarket Flowers,76,0,"Solo",3/3/2017,4VuS959DSpr82t3qBqCrWG,221107,6,1,4,0.914,0.589,0.242,0,0.0887,-10.517,0.0442,0.257,89.749
Could I Have This Kiss Forever,0,0,"Solo",10/15/2012,4vWTEntY2eii9DTInlA8aF,237301,10,0,4,0.592,0.278,0.703,0,0.109,-8.935,0.0864,0.559,88.623
All Girls Are The Same,80,1,"Solo",12/10/2018,4VXIryQMWpIdGgYR4TrjT1,165820,0,1,4,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,0.203,161.989
Life Changes,68,0,"Solo",9/8/2017,4Vxu50qVrQcycjRyJQaZLC,190227,7,1,4,0.105,0.687,0.842,0,0.0436,-4.382,0.058,0.778,87.968
Voice Of Freedom (For Mandela),10,0,Collaboration,4/6/2015,4vXwQURNcbGwlFXmXqFiDD,284267,4,1,4,0.649,0.625,0.425,0.339,0.113,-14.391,0.0425,0.618,89.987
Whisper to a Scream (Birds Fly),0,0,"Solo",4/13/2015,4Vxz00VCc532i8H8Z7ecAh,239498,0,1,4,0.00272,0.584,0.794,0.00507,0.152,-10.49,0.0392,0.664,112.075
I Don't Want to Miss a Thing,45,0,"Solo",9/15/2009,4VylqI6kgKix4tcIdaT9RO,195240,2,1,4,0.963,0.828,0.269,0.888,0.0816,-14.497,0.0951,0.735,128.002
Bad Blood,46,0,"Solo",1/1/2013,4VYpW7AZnPftcuJqCwW70L,212613,5,0,4,0.0157,0.663,0.777,0.00829,0.0755,-5.496,0.0375,0.94,143.003
Too Close,59,0,"Solo",1/1/2011,4VySpxhRGy32u5zPCprzDn,256613,11,0,4,0.00995,0.565,0.711,0,0.114,-4.179,0.0417,0.295,126.01
Let's Hear It for the Boy,60,0,"Solo",4/1/2016,4VyU9Tg4drTj2mOUZHSK2u,262440,0,1,4,0.0761,0.808,0.485,0.00414,0.0477,-8.829,0.056,0.714,122.659
Hold On,66,0,"Solo",1/1/1990,4VZDv8sASBS8UruUBGTFdk,266867,5,1,4,0.4,0.679,0.657,0,0.0497,-9.897,0.0255,0.546,97.8
We Can't Hide It Anymore,12,0,"Solo",10/1/1976,4VZoS4UevQIXbvEENjJYDA,227993,1,1,4,0.504,0.539,0.535,0.000978,0.405,-9.921,0.0493,0.55,149.275
Flying Without Wings,33,0,"Solo",8/22/2003,4vzYcDxBXAUPYDUna4BVeE,226133,8,1,4,0.75,0.498,0.493,0,0.115,-7.748,0.0369,0.222,146.049
You're Next,0,0,"Solo",1/1/1994,4w0D62o5qwUPtrcTTAHe7d,135907,1,1,4,0.549,0.61,0.333,0,0.328,-12.129,0.0335,0.588,109.468
A Thousand Miles,75,0,"Solo",4/30/2002,4w1lzcaoZ1IC2K5TwjalRP,237493,11,1,4,0.323,0.56,0.825,0,0.161,-3.862,0.0379,0.268,94.931
